1704860078.0876858,1704860078.1306248,0.042938947677612305,1704860078.1306248,1704860078.5713081,0.44068336486816406
1704860078.576471,1704860078.5776584,0.0011873245239257812,1704860078.5776584,1704860078.635139,0.057480573654174805
1704860078.6391425,1704860078.640146,0.0010035037994384766,1704860078.640146,1704860078.6913745,0.05122852325439453
1704860078.6959038,1704860078.6959038,0.0,1704860078.6959038,1704860078.7511826,0.055278778076171875
1704860078.7565958,1704860078.7577481,0.0011522769927978516,1704860078.7577481,1704860078.8178186,0.06007051467895508
1704860078.822428,1704860078.8235683,0.0011403560638427734,1704860078.8235683,1704860078.879601,0.056032657623291016
1704860078.8847203,1704860078.8857212,0.0010008811950683594,1704860078.8857212,1704860078.9411128,0.055391550064086914
1704860078.9473088,1704860078.9483266,0.0010178089141845703,1704860078.9483266,1704860079.0217786,0.07345199584960938
1704860079.0271177,1704860079.0281174,0.0009996891021728516,1704860079.0281174,1704860079.0874548,0.05933737754821777
1704860079.0929825,1704860079.0939834,0.0010008811950683594,1704860079.0939834,1704860079.1434822,0.049498796463012695
1704860079.1502767,1704860079.151294,0.0010173320770263672,1704860079.151294,1704860079.225999,0.07470512390136719
1704860079.2306132,1704860079.2326958,0.0020825862884521484,1704860079.2326958,1704860079.2989097,0.06621384620666504
1704860079.3041549,1704860079.305155,0.0010001659393310547,1704860079.305155,1704860079.3755152,0.07036018371582031
1704860079.3804197,1704860079.3816626,0.0012428760528564453,1704860079.3816626,1704860079.4400957,0.05843305587768555
1704860079.4459686,1704860079.4469812,0.001012563705444336,1704860079.4469812,1704860079.507084,0.06010270118713379
1704860079.5155542,1704860079.5166218,0.0010676383972167969,1704860079.5166218,1704860079.5824773,0.06585550308227539
1704860079.58763,1704860079.5886302,0.0010001659393310547,1704860079.5886302,1704860079.6459825,0.057352304458618164
1704860079.6509836,1704860079.6520889,0.0011053085327148438,1704860079.6520889,1704860079.710533,0.05844402313232422
1704860079.7158701,1704860079.716871,0.0010008811950683594,1704860079.716871,1704860079.7779727,0.061101675033569336
1704860079.7844036,1704860079.7854042,0.0010006427764892578,1704860079.7854042,1704860079.8440828,0.058678627014160156
1704860079.848798,1704860079.849301,0.0005030632019042969,1704860079.849301,1704860079.907336,0.05803489685058594
1704860079.9115736,1704860079.9141033,0.002529621124267578,1704860079.9141033,1704860079.9737527,0.05964946746826172
1704860079.9784591,1704860079.9794652,0.0010061264038085938,1704860079.9794652,1704860080.0394928,0.0600275993347168
1704860080.0454268,1704860080.0465884,0.0011615753173828125,1704860080.0465884,1704860080.110103,0.06351447105407715
1704860080.1151025,1704860080.1166096,0.0015070438385009766,1704860080.1166096,1704860080.2013679,0.08475828170776367
1704860080.2085102,1704860080.210014,0.0015039443969726562,1704860080.210014,1704860080.2676685,0.057654380798339844
1704860080.272774,1704860080.2737741,0.0010001659393310547,1704860080.2737741,1704860080.3253343,0.051560163497924805
1704860080.3303428,1704860080.3323476,0.002004861831665039,1704860080.3323476,1704860080.394533,0.06218528747558594
1704860080.4001577,1704860080.4010441,0.0008864402770996094,1704860080.4010441,1704860080.4613028,0.06025862693786621
1704860080.4665256,1704860080.4680297,0.0015041828155517578,1704860080.4680297,1704860080.532008,0.06397819519042969
1704860080.5370855,1704860080.5383005,0.0012149810791015625,1704860080.5383005,1704860080.6051528,0.06685233116149902
1704860080.6107976,1704860080.6107976,0.0,1704860080.6107976,1704860080.6767302,0.0659325122833252
1704860080.6824493,1704860080.6839182,0.0014688968658447266,1704860080.6839182,1704860080.747444,0.06352567672729492
1704860080.7516062,1704860080.75261,0.0010037422180175781,1704860080.75261,1704860080.8017118,0.049101829528808594
1704860080.8072257,1704860080.8082259,0.0010001659393310547,1704860080.8082259,1704860080.8687646,0.06053876876831055
1704860080.8743842,1704860080.8753881,0.0010039806365966797,1704860080.8753881,1704860080.9355195,0.06013131141662598
1704860080.9400535,1704860080.9414563,0.0014028549194335938,1704860080.9414563,1704860080.9982812,0.05682492256164551
1704860081.0032902,1704860081.004291,0.0010008811950683594,1704860081.004291,1704860081.06234,0.05804896354675293
1704860081.0672698,1704860081.0683522,0.0010824203491210938,1704860081.0683522,1704860081.1223552,0.054003000259399414
1704860081.1278887,1704860081.1293921,0.0015034675598144531,1704860081.1293921,1704860081.1866734,0.0572812557220459
1704860081.1910565,1704860081.1920884,0.0010318756103515625,1704860081.1920884,1704860081.2571845,0.06509613990783691
1704860081.261584,1704860081.2636695,0.002085447311401367,1704860081.2636695,1704860081.3231902,0.059520721435546875
1704860081.3282204,1704860081.3306658,0.0024454593658447266,1704860081.3306658,1704860081.3917313,0.0610654354095459
1704860081.3970394,1704860081.3982217,0.0011823177337646484,1704860081.3982217,1704860081.4540436,0.055821895599365234
1704860081.4585018,1704860081.460005,0.0015032291412353516,1704860081.460005,1704860081.531887,0.07188200950622559
1704860081.5375743,1704860081.5385873,0.001013040542602539,1704860081.5385873,1704860081.6011515,0.06256413459777832
1704860081.6083388,1704860081.609339,0.0010001659393310547,1704860081.609339,1704860081.6686094,0.059270381927490234
